Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
960171;01.01.2017; Purchase; Microphone Type 2, HP;20;80;1600; A;12
960172;01.01.2017; Purchase; Speakers Type 5, HP;30;138;4140; A;12
960173;01.01.2017; Purchase; Mouse Type 6, Dell;21;14;294; A;12
960174;01.01.2017; Purchase; Hard Drive Type 7, Dell;10;34;340; A;12
960175;01.01.2017; Purchase; Speakers Type 2, Samsung;14;139;1946; C;12
960176;01.01.2017; Purchase; Phone Type 5, HP;16;106;1696; C;12
960177;01.01.2017; Purchase; Speakers Type 7, HP;22;131;2882; C;12
960178;01.01.2017; Purchase; Phone Type 10, Samsung;25;118;2950; C;12
960179;01.01.2017; Purchase; Charger Type 2, Huawei;22;6;132; C;12
960180;01.01.2017; Purchase; Monitor Type 2, Dell;19;145;2755; C;12
960181;01.01.2017; Purchase; Headphones Type 5, Huawei;26;32;832; C;12
960182;01.01.2017; Purchase; Phone Type 1, HP;11;124;1364; C;12
960183;01.01.2017; Purchase; Hard Drive Type 8, Dell;19;26;494; C;12
960184;01.01.2017; Purchase; Tablet Type 1, HP;20;570;11400; C;12
960185;01.01.2017; Purchase; Hard Drive Type 5, Samsung;15;26;390; C;12
960186;01.01.2017; Purchase; Speakers Type 1, Huawei;11;133;1463; C;12
960187;01.01.2017; Purchase; Speakers Type 5, Huawei;18;122;2196; C;12
960188;01.01.2017; Purchase; Speakers Type 6, Huawei;10;133;1330; C;12
960189;01.01.2017; Purchase; Mouse Type 1, Samsung;11;11;121; C;12
960190;01.01.2017; Purchase; Laptop Type 6, Samsung;16;775;12400; C;12
960191;01.01.2017; Purchase; Monitor Type 2, Huawei;24;156;3744; C;12
960192;01.01.2017; Purchase; Headphones Type 3, Samsung;22;44;968; C;12
960193;01.01.2017; Purchase; Desktop Type 3, HP;10;236;2360; C;12
960194;01.01.2017; Purchase; Monitor Type 4, HP;18;161;2898; C;12
960195;01.01.2017; Purchase; Phone Type 11, Huawei;19;119;2261; C;12
960196;01.01.2017; Purchase; Headphones Type 6, Huawei;14;52;728; C;12
960197;01.01.2017; Purchase; Monitor Type 2, Samsung;12;124;1488; B;12
960198;01.01.2017; Purchase; Keyboard Type 4, Samsung;15;81;1215; B;12
960199;01.01.2017; Purchase; Desktop Type 2, Huawei;17;220;3740; B;12
960200;01.01.2017; Purchase; Headphones Type 2, HP;25;28;700; A;12
960201;01.01.2017; Purchase; Phone Type 3, Huawei;25;80;2000; A;12
960202;01.01.2017; Purchase; Smart Watch Type 1, HP;22;128;2816; A;12
960203;01.01.2017; Purchase; Microphone Type 2, Samsung;25;84;2100; A;12
960204;01.01.2017; Purchase; Memory Type 2, Dell;19;18;342; A;12
960205;01.01.2017; Purchase; Speakers Type 3, Samsung;18;151;2718; A;12
960206;01.01.2017; Purchase; Desktop Type 10, HP;14;316;4424; A;12
960207;01.01.2017; Purchase; Speakers Type 1, Dell;19;132;2508; A;12
960208;01.01.2017; Purchase; Hard Drive Type 7, Samsung;22;28;616; A;12
960209;01.01.2017; Purchase; Smart Watch Type 3, HP;18;190;3420; A;12
960210;01.01.2017; Purchase; Mouse Type 7, Samsung;10;14;140; A;12
960211;01.01.2017; Purchase; Hard Drive Type 4, Dell;19;44;836; A;12
960212;01.01.2017; Purchase; Phone Type 2, Dell;23;104;2392; A;12
960213;01.01.2017; Purchase; Desktop Type 8, Dell;22;257;5654; A;12
960214;01.01.2017; Purchase; Phone Type 2, HP;12;162;1944; A;12
960215;01.01.2017; Purchase; Tablet Type 4, Samsung;19;548;10412; A;12
960216;01.01.2017; Purchase; Hard Drive Type 2, HP;14;34;476; A;12
960217;01.01.2017; Purchase; Speakers Type 6, Dell;11;128;1408; A;12
960218;01.01.2017; Purchase; Monitor Type 3, Samsung;30;120;3600; A;12
960219;01.01.2017; Purchase; Charger Type 2, HP;29;17;493; A;12
960220;01.01.2017; Purchase; Desktop Type 4, HP;15;392;5880; A;12
960221;01.01.2017; Purchase; Tablet Type 6, Huawei;13;491;6383; A;12
960222;01.01.2017; Purchase; Tablet Type 2, Huawei;16;396;6336; A;12
960223;01.01.2017; Purchase; Phone Type 5, Dell;25;103;2575; A;12
960224;01.01.2017; Purchase; Monitor Type 1, Samsung;11;116;1276; A;12
960225;01.01.2017; Purchase; Laptop Type 1, Huawei;13;1551;20163; A;12
960226;01.01.2017; Purchase; Speakers Type 3, Dell;17;152;2584; A;12
960227;01.01.2017; Purchase; Desktop Type 6, Dell;29;205;5945; A;12
960228;01.01.2017; Purchase; Mouse Type 4, Huawei;18;10;180; A;12
960229;01.01.2017; Purchase; Microphone Type 1, Samsung;11;66;726; A;12
960230;01.01.2017; Purchase; Memory Type 3, Huawei;12;13;156; C;12
960231;01.01.2017; Purchase; Mouse Type 4, Dell;20;7;140; C;12
960232;01.01.2017; Purchase; Desktop Type 7, Samsung;21;296;6216; C;12
960233;01.01.2017; Purchase; Phone Type 2, Samsung;17;142;2414; C;12
960234;01.01.2017; Purchase; Mouse Type 6, Huawei;15;11;165; C;12
960235;01.01.2017; Purchase; Keyboard Type 1, HP;11;65;715; C;12
960236;01.01.2017; Purchase; Speakers Type 3, Huawei;25;141;3525; C;12
960237;01.01.2017; Purchase; Monitor Type 3, HP;22;154;3388; C;12
960238;01.01.2017; Purchase; Phone Type 10, Huawei;20;112;2240; C;12
960239;01.01.2017; Purchase; Keyboard Type 2, Samsung;18;82;1476; C;12
960240;01.01.2017; Purchase; Keyboard Type 3, Huawei;13;72;936; C;12
960241;01.01.2017; Purchase; Memory Type 4, Dell;20;29;580; C;12
960242;01.01.2017; Purchase; Hard Drive Type 1, Samsung;19;36;684; C;12
960243;01.01.2017; Purchase; Headphones Type 3, HP;15;73;1095; C;12
960244;01.01.2017; Purchase; Monitor Type 3, Huawei;28;114;3192; C;12
960245;01.01.2017; Purchase; Mouse Type 2, Huawei;21;7;147; B;12
960246;01.01.2017; Purchase; Tablet Type 3, Huawei;13;453;5889; B;12
960247;01.01.2017; Purchase; Phone Type 7, Huawei;22;147;3234; B;12
960248;01.01.2017; Purchase; Desktop Type 7, HP;23;161;3703; B;12
960249;01.01.2017; Purchase; Laptop Type 3, Huawei;25;1429;35725; B;12
960250;01.01.2017; Purchase; Phone Type 6, Dell;17;135;2295; B;12
960251;01.01.2017; Purchase; Microphone Type 3, Huawei;24;71;1704; B;12
960252;01.01.2017; Purchase; Mouse Type 3, Dell;30;12;360; B;12
960253;01.01.2017; Purchase; Desktop Type 10, Huawei;18;286;5148; B;12
960254;01.01.2017; Purchase; Speakers Type 6, Samsung;29;144;4176; B;12
960255;01.01.2017; Purchase; Laptop Type 4, Huawei;17;847;14399; B;12
960256;01.01.2017; Purchase; Tablet Type 5, Dell;28;384;10752; B;12
960257;01.01.2017; Purchase; Speakers Type 7, Huawei;21;136;2856; B;12
960258;01.01.2017; Purchase; Mouse Type 5, Huawei;18;7;126; B;12
960259;01.01.2017; Purchase; Monitor Type 1, Dell;30;149;4470; B;12
960260;01.01.2017; Purchase; Smart Watch Type 3, Dell;17;119;2023; B;12
960261;01.01.2017; Purchase; Memory Type 2, Samsung;22;43;946; B;12
960262;01.01.2017; Purchase; Phone Type 12, Samsung;21;141;2961; A;12
960263;01.01.2017; Purchase; Memory Type 1, Samsung;29;13;377; A;12
960264;01.01.2017; Purchase; Desktop Type 9, Dell;21;343;7203; A;12
960265;01.01.2017; Purchase; Laptop Type 2, Samsung;19;1125;21375; A;12
960266;01.01.2017; Purchase; Phone Type 4, Huawei;10;106;1060; A;12
960267;01.01.2017; Purchase; Phone Type 11, HP;30;98;2940; A;12
960268;01.01.2017; Purchase; Phone Type 8, Huawei;27;163;4401; A;12
960269;01.01.2017; Purchase; Phone Type 8, HP;24;134;3216; A;12
960270;01.01.2017; Purchase; Speakers Type 4, Huawei;10;145;1450; A;12
960271;01.01.2017; Purchase; Smart Watch Type 3, Huawei;21;142;2982; A;12
960272;01.01.2017; Purchase; Phone Type 2, Huawei;20;120;2400; C;12
960273;01.01.2017; Purchase; Hard Drive Type 8, Samsung;17;39;663; C;12
960274;01.01.2017; Purchase; Hard Drive Type 6, Huawei;12;42;504; C;12
960275;01.01.2017; Purchase; Speakers Type 4, Dell;15;143;2145; C;12
960276;01.01.2017; Purchase; Phone Type 4, Samsung;11;144;1584; C;12
960277;01.01.2017; Purchase; Desktop Type 1, HP;17;201;3417; C;12
960278;01.01.2017; Purchase; Hard Drive Type 7, HP;21;36;756; C;12
960279;01.01.2017; Purchase; Mouse Type 2, HP;24;8;192; C;12
960280;01.01.2017; Purchase; Desktop Type 3, Samsung;15;349;5235; C;12
960281;01.01.2017; Purchase; Smart Watch Type 2, Dell;29;199;5771; C;12
960282;01.01.2017; Purchase; Monitor Type 1, Huawei;15;127;1905; C;12
960283;01.01.2017; Purchase; Headphones Type 1, Dell;19;65;1235; C;12
960284;01.01.2017; Purchase; Microphone Type 2, Huawei;16;67;1072; C;12
960285;01.01.2017; Purchase; Charger Type 1, HP;26;14;364; C;12
960286;01.01.2017; Purchase; Laptop Type 1, HP;28;1735;48580; C;12
960287;01.01.2017; Purchase; Headphones Type 5, HP;29;59;1711; C;12
960288;01.01.2017; Purchase; Hard Drive Type 1, Huawei;14;33;462; C;12
960289;01.01.2017; Purchase; Memory Type 4, Samsung;28;31;868; C;12
960290;01.01.2017; Purchase; Phone Type 9, HP;21;105;2205; C;12
960291;01.01.2017; Purchase; Charger Type 1, Samsung;15;6;90; C;12
960292;01.01.2017; Purchase; Desktop Type 11, Huawei;18;252;4536; C;12
960293;01.01.2017; Purchase; Smart Watch Type 2, HP;21;113;2373; C;12
960294;01.01.2017; Purchase; Tablet Type 7, HP;24;552;13248; C;12
960295;01.01.2017; Purchase; Desktop Type 12, Dell;11;294;3234; C;12
960296;01.01.2017; Purchase; Phone Type 6, Huawei;25;164;4100; C;12
960297;01.01.2017; Purchase; Memory Type 3, Dell;24;7;168; C;12
960298;01.01.2017; Purchase; Monitor Type 4, Samsung;16;120;1920; C;12
960299;01.01.2017; Purchase; Desktop Type 12, Huawei;26;280;7280; C;12
960300;01.01.2017; Purchase; Desktop Type 5, HP;28;264;7392; B;12
960301;01.01.2017; Purchase; Desktop Type 3, Huawei;30;335;10050; B;12
960302;01.01.2017; Purchase; Laptop Type 6, Dell;30;996;29880; B;12
960303;01.01.2017; Purchase; Tablet Type 6, Dell;30;566;16980; B;12
960304;01.01.2017; Purchase; Tablet Type 1, Huawei;13;504;6552; B;12
960305;01.01.2017; Purchase; Memory Type 2, Huawei;16;9;144; B;12
960306;01.01.2017; Purchase; Headphones Type 2, Dell;10;72;720; B;12
960307;01.01.2017; Purchase; Keyboard Type 3, Dell;25;63;1575; B;12
960308;01.01.2017; Purchase; Headphones Type 4, Dell;27;28;756; B;12
960309;01.01.2017; Purchase; Charger Type 1, Huawei;22;11;242; B;12
960310;01.01.2017; Purchase; Headphones Type 1, HP;29;42;1218; B;12
960311;01.01.2017; Purchase; Mouse Type 6, Samsung;13;11;143; B;12
960312;01.01.2017; Purchase; Desktop Type 8, HP;21;193;4053; B;12
960313;01.01.2017; Purchase; Headphones Type 2, Huawei;27;35;945; B;12
960314;01.01.2017; Purchase; Mouse Type 4, HP;22;12;264; B;12
960315;01.01.2017; Purchase; Keyboard Type 2, Huawei;12;83;996; A;12
960316;01.01.2017; Purchase; Charger Type 2, Dell;16;7;112; A;12
960317;01.01.2017; Purchase; Tablet Type 4, HP;22;615;13530; A;12
960318;01.01.2017; Purchase; Tablet Type 2, Dell;14;419;5866; A;12
960319;01.01.2017; Purchase; Hard Drive Type 8, HP;17;33;561; A;12
960320;01.01.2017; Purchase; Microphone Type 3, Dell;14;33;462; A;12
960321;01.01.2017; Purchase; Desktop Type 7, Huawei;26;192;4992; A;12
960322;01.01.2017; Purchase; Laptop Type 3, HP;15;1319;19785; A;12
960323;01.01.2017; Purchase; Hard Drive Type 2, Dell;27;36;972; A;12
960324;01.01.2017; Purchase; Desktop Type 9, HP;29;371;10759; A;12
960325;01.01.2017; Purchase; Mouse Type 1, Dell;26;9;234; A;12
960326;01.01.2017; Purchase; Desktop Type 11, Samsung;25;164;4100; A;12
960327;01.01.2017; Purchase; Mouse Type 5, Samsung;14;14;196; A;12
960328;01.01.2017; Purchase; Headphones Type 5, Dell;14;53;742; A;12
960329;01.01.2017; Purchase; Speakers Type 1, Samsung;29;127;3683; A;12
960330;01.01.2017; Purchase; Keyboard Type 4, Dell;14;83;1162; A;12
960331;01.01.2017; Purchase; Tablet Type 3, Dell;12;339;4068; A;12
960332;01.01.2017; Purchase; Phone Type 1, Samsung;29;97;2813; A;12
960333;01.01.2017; Purchase; Speakers Type 4, Samsung;27;147;3969; A;12
960334;01.01.2017; Purchase; Monitor Type 1, HP;15;122;1830; A;12
960335;01.01.2017; Purchase; Mouse Type 3, Samsung;19;14;266; A;12
960336;01.02.2017; Purchase; Mouse Type 6, Dell;24;1735;41640;C;12
960337;01.02.2017; Purchase; Desktop Type 11, Huawei;24;89;2136;C;12
960338;01.02.2017; Purchase; Monitor Type 2, Dell;14;264;3696;C;12
960339;01.02.2017; Purchase; Phone Type 1, Huawei;30;9;270;C;12
960340;01.02.2017; Purchase; Hard Drive Type 2, Samsung;23;221;5083;B;12
960341;01.02.2017; Purchase; Phone Type 10, Huawei;28;154;4312;C;12
960342;01.02.2017; Purchase; Microphone Type 3, Huawei;22;22;484;B;12
960343;01.02.2017; Purchase; Headphones Type 2, Samsung;16;84;1344;A;12
960344;01.02.2017; Purchase; Laptop Type 3, Huawei;16;67;1072;C;12
960345;01.02.2017; Purchase; Monitor Type 4, Dell;20;174;3480;C;12
960346;01.02.2017; Purchase; Desktop Type 12, Dell;27;34;918;C;12
960347;01.02.2017; Purchase; Keyboard Type 1, Samsung;19;67;1273;A;12
960348;01.02.2017; Purchase; Laptop Type 2, HP;16;63;1008;C;12
960349;01.02.2017; Purchase; Keyboard Type 4, HP;20;63;1260;C;12
960350;01.02.2017; Purchase; Smart Watch Type 3, HP;22;585;12870;C;12
960351;01.02.2017; Purchase; Phone Type 8, Dell;28;34;952;C;12
960352;01.02.2017; Purchase; Desktop Type 7, Dell;20;8;160;C;12
960353;01.02.2017; Purchase; Mouse Type 1, Huawei;26;73;1898;A;12
960354;01.02.2017; Purchase; Speakers Type 1, Huawei;12;135;1620;B;12
960355;01.02.2017; Purchase; Memory Type 1, Dell;12;14;168;C;12
