Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
910133;01.01.2017; Purchase; Phone Type 9, Dell;8;169;1352; B;11
910134;01.01.2017; Purchase; Tablet Type 4, Samsung;19;498;9462; B;11
910135;01.01.2017; Purchase; Speakers Type 5, Huawei;16;198;3168; B;11
910136;01.01.2017; Purchase; Phone Type 4, Dell;6;176;1056; B;11
910137;01.01.2017; Purchase; Phone Type 9, Huawei;20;164;3280; B;11
910138;01.01.2017; Purchase; Phone Type 7, HP;13;125;1625; B;11
910139;01.01.2017; Purchase; Headphones Type 2, HP;18;71;1278; B;11
910140;01.01.2017; Purchase; Memory Type 3, Samsung;23;22;506; B;11
910141;01.01.2017; Purchase; Hard Drive Type 1, Samsung;24;54;1296; B;11
910142;01.01.2017; Purchase; Desktop Type 8, HP;17;686;11662; B;11
910143;01.01.2017; Purchase; Desktop Type 10, HP;21;747;15687; B;11
910144;01.01.2017; Purchase; Hard Drive Type 2, HP;17;137;2329; B;11
910145;01.01.2017; Purchase; Charger Type 2, HP;8;18;144; B;11
910146;01.01.2017; Purchase; Desktop Type 12, Huawei;19;832;15808; B;11
910147;01.01.2017; Purchase; Desktop Type 4, Huawei;9;517;4653; B;11
910148;01.01.2017; Purchase; Phone Type 2, Samsung;12;138;1656; B;11
910149;01.01.2017; Purchase; Desktop Type 9, Huawei;18;496;8928; B;11
910150;01.01.2017; Purchase; Desktop Type 11, HP;12;630;7560; B;11
910151;01.01.2017; Purchase; Mouse Type 2, Samsung;16;63;1008; B;11
910152;01.01.2017; Purchase; Microphone Type 3, Samsung;22;54;1188; B;11
910153;01.01.2017; Purchase; Hard Drive Type 8, Samsung;22;64;1408; B;11
910154;01.01.2017; Purchase; Phone Type 9, Dell;7;169;1183; B;11
910155;01.01.2017; Purchase; Tablet Type 4, Samsung;6;498;2988; B;11
910156;01.01.2017; Purchase; Speakers Type 5, Huawei;11;198;2178; B;11
910157;01.01.2017; Purchase; Phone Type 4, Dell;23;176;4048; B;11
910158;01.01.2017; Purchase; Phone Type 9, Huawei;23;164;3772; B;11
910159;01.01.2017; Purchase; Phone Type 7, HP;23;125;2875; B;11
910160;01.01.2017; Purchase; Headphones Type 2, HP;19;71;1349; B;11
910161;01.01.2017; Purchase; Memory Type 3, Samsung;11;22;242; B;11
910162;01.01.2017; Purchase; Hard Drive Type 1, Samsung;17;54;918; B;11
910163;01.01.2017; Purchase; Desktop Type 8, HP;14;686;9604; B;11
910164;01.01.2017; Purchase; Desktop Type 10, HP;23;747;17181; B;11
910165;01.01.2017; Purchase; Hard Drive Type 2, HP;17;137;2329; B;11
910166;01.01.2017; Purchase; Charger Type 2, HP;8;18;144; B;11
910167;01.01.2017; Purchase; Desktop Type 12, Huawei;18;832;14976; B;11
910168;01.01.2017; Purchase; Desktop Type 4, Huawei;13;517;6721; B;11
910169;01.01.2017; Purchase; Phone Type 2, Samsung;22;138;3036; B;11
910170;01.01.2017; Purchase; Desktop Type 9, Huawei;13;496;6448; B;11
910171;01.01.2017; Purchase; Desktop Type 11, HP;22;630;13860; B;11
910172;01.01.2017; Purchase; Mouse Type 2, Samsung;25;63;1575; B;11
910173;01.01.2017; Purchase; Microphone Type 3, Samsung;22;54;1188; B;11
910174;01.01.2017; Purchase; Hard Drive Type 8, Samsung;18;64;1152; B;11
910175;01.01.2017; Purchase; Phone Type 9, Dell;15;169;2535; B;11
910176;01.01.2017; Purchase; Tablet Type 4, Samsung;5;498;2490; B;11
910177;01.01.2017; Purchase; Speakers Type 5, Huawei;7;198;1386; B;11
910178;01.01.2017; Purchase; Phone Type 4, Dell;11;176;1936; B;11
910179;01.01.2017; Purchase; Phone Type 9, Huawei;14;164;2296; B;11
910180;01.01.2017; Purchase; Phone Type 7, HP;14;125;1750; B;11
910181;01.01.2017; Purchase; Headphones Type 2, HP;25;71;1775; B;11
910182;01.01.2017; Purchase; Memory Type 3, Samsung;7;22;154; B;11
910183;01.01.2017; Purchase; Hard Drive Type 1, Samsung;6;54;324; B;11
910184;01.01.2017; Purchase; Desktop Type 8, HP;20;686;13720; B;11
910185;01.01.2017; Purchase; Desktop Type 10, HP;22;747;16434; B;11
910186;01.01.2017; Purchase; Hard Drive Type 2, HP;15;137;2055; B;11
910187;01.01.2017; Purchase; Charger Type 2, HP;18;18;324; B;11
910188;01.01.2017; Purchase; Desktop Type 12, Huawei;14;832;11648; B;11
910189;01.01.2017; Purchase; Desktop Type 4, Huawei;25;517;12925; B;11
910190;01.01.2017; Purchase; Phone Type 2, Samsung;11;138;1518; B;11
910191;01.01.2017; Purchase; Desktop Type 9, Huawei;25;496;12400; B;11
910192;01.01.2017; Purchase; Desktop Type 11, HP;5;630;3150; B;11
910193;01.01.2017; Purchase; Mouse Type 2, Samsung;20;63;1260; B;11
910194;01.01.2017; Purchase; Microphone Type 3, Samsung;20;54;1080; B;11
910195;01.01.2017; Purchase; Hard Drive Type 8, Samsung;20;64;1280; B;11
910196;01.01.2017; Purchase; Headphones Type 3, Huawei;9;56;504; C;11
910197;01.01.2017; Purchase; Mouse Type 1, Huawei;10;53;530; C;11
910198;01.01.2017; Purchase; Desktop Type 1, HP;12;559;6708; C;11
910199;01.01.2017; Purchase; Phone Type 1, Dell;5;144;720; C;11
910200;01.01.2017; Purchase; Headphones Type 3, Huawei;24;56;1344; C;11
910201;01.01.2017; Purchase; Mouse Type 1, Huawei;8;53;424; C;11
910202;01.01.2017; Purchase; Desktop Type 1, HP;24;559;13416; C;11
910203;01.01.2017; Purchase; Phone Type 1, Dell;16;144;2304; C;11
910204;01.01.2017; Purchase; Headphones Type 3, Huawei;22;56;1232; C;11
910205;01.01.2017; Purchase; Mouse Type 1, Huawei;18;53;954; C;11
910206;01.01.2017; Purchase; Desktop Type 1, HP;17;559;9503; C;11
910207;01.01.2017; Purchase; Phone Type 1, Dell;21;144;3024; C;11
910208;01.01.2017; Purchase; Headphones Type 3, Huawei;11;56;616; C;11
910209;01.01.2017; Purchase; Mouse Type 1, Huawei;18;53;954; C;11
910210;01.01.2017; Purchase; Desktop Type 1, HP;16;559;8944; C;11
910211;01.01.2017; Purchase; Phone Type 1, Dell;25;144;3600; C;11
910212;01.01.2017; Purchase; Desktop Type 7, HP;21;847;17787; A;11
910213;01.01.2017; Purchase; Monitor Type 2, HP;23;150;3450; A;11
910214;01.01.2017; Purchase; Desktop Type 1, Dell;23;498;11454; A;11
910215;01.01.2017; Purchase; Memory Type 2, Dell;11;24;264; A;11
910216;01.01.2017; Purchase; Monitor Type 4, Dell;23;141;3243; A;11
910217;01.01.2017; Purchase; Desktop Type 7, HP;22;847;18634; A;11
910218;01.01.2017; Purchase; Monitor Type 2, HP;13;150;1950; A;11
910219;01.01.2017; Purchase; Desktop Type 1, Dell;11;498;5478; A;11
910220;01.01.2017; Purchase; Memory Type 2, Dell;21;24;504; A;11
910221;01.01.2017; Purchase; Monitor Type 4, Dell;6;141;846; A;11
910222;01.01.2017; Purchase; Desktop Type 7, HP;17;847;14399; A;11
910223;01.01.2017; Purchase; Monitor Type 2, HP;6;150;900; A;11
910224;01.01.2017; Purchase; Desktop Type 1, Dell;23;498;11454; A;11
910225;01.01.2017; Purchase; Memory Type 2, Dell;15;24;360; A;11
910226;01.01.2017; Purchase; Monitor Type 4, Dell;19;141;2679; A;11
910227;01.01.2017; Purchase; Desktop Type 7, HP;19;847;16093; A;11
910228;01.01.2017; Purchase; Monitor Type 2, HP;10;150;1500; A;11
910229;01.01.2017; Purchase; Desktop Type 1, Dell;6;498;2988; A;11
910230;01.01.2017; Purchase; Memory Type 2, Dell;23;24;552; A;11
910231;01.01.2017; Purchase; Monitor Type 4, Dell;20;141;2820; A;11
910232;01.01.2017; Purchase; Speakers Type 4, HP;11;189;2079; B;11
910233;01.01.2017; Purchase; Mouse Type 3, HP;10;65;650; B;11
910234;01.01.2017; Purchase; Keyboard Type 2, Samsung;18;82;1476; B;11
910235;01.01.2017; Purchase; Phone Type 12, HP;13;154;2002; B;11
910236;01.01.2017; Purchase; Hard Drive Type 6, HP;24;91;2184; B;11
910237;01.01.2017; Purchase; Speakers Type 4, HP;14;189;2646; B;11
910238;01.01.2017; Purchase; Mouse Type 3, HP;8;65;520; B;11
910239;01.01.2017; Purchase; Keyboard Type 2, Samsung;12;82;984; B;11
910240;01.01.2017; Purchase; Phone Type 12, HP;17;154;2618; B;11
910241;01.01.2017; Purchase; Hard Drive Type 6, HP;21;91;1911; B;11
910242;01.01.2017; Purchase; Speakers Type 4, HP;10;189;1890; B;11
910243;01.01.2017; Purchase; Mouse Type 3, HP;16;65;1040; B;11
910244;01.01.2017; Purchase; Keyboard Type 2, Samsung;15;82;1230; B;11
910245;01.01.2017; Purchase; Phone Type 12, HP;9;154;1386; B;11
910246;01.01.2017; Purchase; Hard Drive Type 6, HP;16;91;1456; B;11
910247;01.01.2017; Purchase; Speakers Type 4, HP;12;189;2268; B;11
910248;01.01.2017; Purchase; Mouse Type 3, HP;6;65;390; B;11
910249;01.01.2017; Purchase; Keyboard Type 2, Samsung;16;82;1312; B;11
910250;01.01.2017; Purchase; Phone Type 12, HP;8;154;1232; B;11
910251;01.01.2017; Purchase; Hard Drive Type 6, HP;19;91;1729; B;11
910252;01.01.2017; Purchase; Monitor Type 3, Dell;11;142;1562; C;11
910253;01.01.2017; Purchase; Speakers Type 7, Dell;15;167;2505; C;11
910254;01.01.2017; Purchase; Monitor Type 1, Huawei;19;158;3002; C;11
910255;01.01.2017; Purchase; Smart Watch Type 1, Huawei;9;87;783; C;11
910256;01.01.2017; Purchase; Phone Type 10, Samsung;8;148;1184; C;11
910257;01.01.2017; Purchase; Keyboard Type 3, HP;19;101;1919; C;11
910258;01.01.2017; Purchase; Mouse Type 7, Huawei;18;45;810; C;11
910259;01.01.2017; Purchase; Headphones Type 3, HP;14;109;1526; C;11
910260;01.01.2017; Purchase; Phone Type 12, Samsung;19;133;2527; C;11
910261;01.01.2017; Purchase; Desktop Type 2, Samsung;23;519;11937; C;11
910262;01.01.2017; Purchase; Speakers Type 3, Dell;14;246;3444; C;11
910263;01.01.2017; Purchase; Desktop Type 1, Huawei;12;751;9012; C;11
910264;01.01.2017; Purchase; Tablet Type 3, Huawei;10;529;5290; C;11
910265;01.01.2017; Purchase; Phone Type 1, Samsung;19;184;3496; C;11
910266;01.01.2017; Purchase; Tablet Type 7, Dell;20;440;8800; C;11
910267;01.01.2017; Purchase; Phone Type 3, HP;24;162;3888; C;11
910268;01.01.2017; Purchase; Speakers Type 3, HP;11;87;957; C;11
910269;01.01.2017; Purchase; Charger Type 1, Samsung;18;14;252; C;11
910270;01.01.2017; Purchase; Monitor Type 2, Huawei;22;166;3652; C;11
910271;01.01.2017; Purchase; Monitor Type 3, Dell;24;142;3408; C;11
910272;01.01.2017; Purchase; Speakers Type 7, Dell;17;167;2839; C;11
910273;01.01.2017; Purchase; Monitor Type 1, Huawei;11;158;1738; C;11
910274;01.01.2017; Purchase; Smart Watch Type 1, Huawei;23;87;2001; C;11
910275;01.01.2017; Purchase; Phone Type 10, Samsung;18;148;2664; C;11
910276;01.01.2017; Purchase; Keyboard Type 3, HP;21;101;2121; C;11
910277;01.01.2017; Purchase; Mouse Type 7, Huawei;15;45;675; C;11
910278;01.01.2017; Purchase; Headphones Type 3, HP;15;109;1635; C;11
910279;01.01.2017; Purchase; Phone Type 12, Samsung;6;133;798; C;11
910280;01.01.2017; Purchase; Desktop Type 2, Samsung;14;519;7266; C;11
910281;01.01.2017; Purchase; Speakers Type 3, Dell;13;246;3198; C;11
910282;01.01.2017; Purchase; Desktop Type 1, Huawei;22;751;16522; C;11
910283;01.01.2017; Purchase; Tablet Type 3, Huawei;8;529;4232; C;11
910284;01.01.2017; Purchase; Phone Type 1, Samsung;22;184;4048; C;11
910285;01.01.2017; Purchase; Tablet Type 7, Dell;24;440;10560; C;11
910286;01.01.2017; Purchase; Phone Type 3, HP;11;162;1782; C;11
910287;01.01.2017; Purchase; Speakers Type 3, HP;14;87;1218; C;11
910288;01.01.2017; Purchase; Charger Type 1, Samsung;20;14;280; C;11
910289;01.01.2017; Purchase; Monitor Type 2, Huawei;10;166;1660; C;11
910290;01.01.2017; Purchase; Monitor Type 3, Dell;21;142;2982; C;11
910291;01.01.2017; Purchase; Speakers Type 7, Dell;8;167;1336; C;11
910292;01.01.2017; Purchase; Monitor Type 1, Huawei;18;158;2844; C;11
910293;01.01.2017; Purchase; Smart Watch Type 1, Huawei;23;87;2001; C;11
910294;01.01.2017; Purchase; Phone Type 10, Samsung;11;148;1628; C;11
910295;01.01.2017; Purchase; Keyboard Type 3, HP;19;101;1919; C;11
910296;01.01.2017; Purchase; Mouse Type 7, Huawei;11;45;495; C;11
910297;01.01.2017; Purchase; Headphones Type 3, HP;20;109;2180; C;11
910298;01.01.2017; Purchase; Phone Type 12, Samsung;17;133;2261; C;11
910299;01.01.2017; Purchase; Desktop Type 2, Samsung;7;519;3633; C;11
910300;01.01.2017; Purchase; Speakers Type 3, Dell;21;246;5166; C;11
910301;01.01.2017; Purchase; Desktop Type 1, Huawei;18;751;13518; C;11
910302;01.01.2017; Purchase; Tablet Type 3, Huawei;21;529;11109; C;11
910303;01.01.2017; Purchase; Phone Type 1, Samsung;21;184;3864; C;11
910304;01.01.2017; Purchase; Tablet Type 7, Dell;16;440;7040; C;11
910305;01.01.2017; Purchase; Phone Type 3, HP;7;162;1134; C;11
910306;01.01.2017; Purchase; Speakers Type 3, HP;11;87;957; C;11
910307;01.01.2017; Purchase; Charger Type 1, Samsung;12;14;168; C;11
910308;01.01.2017; Purchase; Monitor Type 2, Huawei;10;166;1660; C;11
910309;01.01.2017; Purchase; Monitor Type 3, Dell;7;142;994; C;11
910310;01.01.2017; Purchase; Speakers Type 7, Dell;9;167;1503; C;11
910311;01.01.2017; Purchase; Monitor Type 1, Huawei;11;158;1738; C;11
910312;01.01.2017; Purchase; Smart Watch Type 1, Huawei;24;87;2088; C;11
910313;01.01.2017; Purchase; Phone Type 10, Samsung;8;148;1184; C;11
910314;01.01.2017; Purchase; Keyboard Type 3, HP;10;101;1010; C;11
910315;01.01.2017; Purchase; Mouse Type 7, Huawei;16;45;720; C;11
910316;01.01.2017; Purchase; Headphones Type 3, HP;15;109;1635; C;11
910317;01.01.2017; Purchase; Phone Type 12, Samsung;23;133;3059; C;11
910318;01.01.2017; Purchase; Desktop Type 2, Samsung;13;519;6747; C;11
910319;01.01.2017; Purchase; Speakers Type 3, Dell;18;246;4428; C;11
910320;01.01.2017; Purchase; Desktop Type 1, Huawei;10;751;7510; C;11
910321;01.01.2017; Purchase; Tablet Type 3, Huawei;13;529;6877; C;11
910322;01.01.2017; Purchase; Phone Type 1, Samsung;24;184;4416; C;11
910323;01.01.2017; Purchase; Tablet Type 7, Dell;17;440;7480; C;11
910324;01.01.2017; Purchase; Phone Type 3, HP;13;162;2106; C;11
910325;01.01.2017; Purchase; Speakers Type 3, HP;9;87;783; C;11
910326;01.01.2017; Purchase; Charger Type 1, Samsung;7;14;98; C;11
910327;01.01.2017; Purchase; Monitor Type 2, Huawei;9;166;1494; C;11
910328;01.01.2017; Purchase; Headphones Type 2, Huawei;8;105;840; A;11
910329;01.01.2017; Purchase; Headphones Type 3, Samsung;12;81;972; A;11
910330;01.01.2017; Purchase; Desktop Type 6, Huawei;12;640;7680; A;11
910331;01.01.2017; Purchase; Hard Drive Type 2, Huawei;15;111;1665; A;11
910332;01.01.2017; Purchase; Monitor Type 2, Samsung;8;137;1096; A;11
910333;01.01.2017; Purchase; Mouse Type 6, HP;25;36;900; A;11
910334;01.01.2017; Purchase; Hard Drive Type 7, HP;13;41;533; A;11
910335;01.01.2017; Purchase; Memory Type 3, HP;13;41;533; A;11
910336;01.01.2017; Purchase; Mouse Type 2, HP;23;30;690; A;11
910337;01.01.2017; Purchase; Mouse Type 5, HP;11;64;704; A;11
910338;01.01.2017; Purchase; Desktop Type 2, HP;13;681;8853; A;11
910339;01.01.2017; Purchase; Memory Type 3, Huawei;24;28;672; A;11
910340;01.01.2017; Purchase; Memory Type 2, Samsung;5;24;120; A;11
910341;01.01.2017; Purchase; Tablet Type 6, Dell;23;419;9637; A;11
910342;01.01.2017; Purchase; Desktop Type 3, Huawei;8;733;5864; A;11
910343;01.01.2017; Purchase; Microphone Type 2, Huawei;12;80;960; A;11
910344;01.01.2017; Purchase; Headphones Type 2, Huawei;23;105;2415; A;11
910345;01.01.2017; Purchase; Headphones Type 3, Samsung;15;81;1215; A;11
910346;01.01.2017; Purchase; Desktop Type 6, Huawei;13;640;8320; A;11
910347;01.01.2017; Purchase; Hard Drive Type 2, Huawei;16;111;1776; A;11
910348;01.01.2017; Purchase; Monitor Type 2, Samsung;16;137;2192; A;11
910349;01.01.2017; Purchase; Mouse Type 6, HP;6;36;216; A;11
910350;01.01.2017; Purchase; Hard Drive Type 7, HP;16;41;656; A;11
910351;01.01.2017; Purchase; Memory Type 3, HP;22;41;902; A;11
910352;01.01.2017; Purchase; Mouse Type 2, HP;18;30;540; A;11
910353;01.01.2017; Purchase; Mouse Type 5, HP;8;64;512; A;11
910354;01.01.2017; Purchase; Desktop Type 2, HP;10;681;6810; A;11
910355;01.01.2017; Purchase; Memory Type 3, Huawei;22;28;616; A;11
